gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_01510,520,457,496,565,608,464,845,447,600,674,552,742,342,459,299,464,429,436
cds-C4N14_01515,13,40,29,22,57,21,43,21,17,181,150,145,87,158,100,74,50,63
cds-C4N14_01520,700,1029,775,598,1083,633,1096,602,536,412,416,477,595,937,518,414,351,384
cds-C4N14_01525,69902,96208,78117,46537,121492,71489,76738,56267,75609,106589,83563,116440,124080,179766,93102,89794,95094,106443
cds-C4N14_01530,440,624,515,366,676,398,697,395,492,2102,1705,2154,1252,1174,666,669,745,592
cds-C4N14_01535,724,1297,1099,574,1217,694,1219,655,777,2342,2664,3756,2028,1796,1162,1738,2160,1463
cds-C4N14_01540,138,264,252,150,274,184,281,159,198,475,386,417,545,633,361,313,286,308
cds-C4N14_01545,25,25,20,21,30,21,26,22,25,18,12,23,33,41,24,19,31,27
cds-C4N14_01550,73,105,77,66,100,73,98,60,56,157,130,198,125,106,91,98,96,83
cds-C4N14_01555,464,626,467,411,843,452,640,452,579,1332,993,1442,1201,1198,673,834,742,773
cds-C4N14_01560,193,347,300,272,379,270,443,231,336,655,554,630,433,439,268,374,383,447
cds-C4N14_01565,140,243,203,117,264,190,196,142,234,929,672,957,2062,1352,857,462,421,442
cds-C4N14_01570,3323,5464,4080,2419,6270,3270,4752,3040,3819,4359,3752,5136,8962,11103,6124,4100,3806,4238
cds-C4N14_01575,133,154,133,102,201,112,171,80,117,196,167,245,171,281,156,187,156,169
cds-C4N14_01580,41,23,42,66,75,82,129,66,74,52,52,80,79,94,65,74,62,100
cds-C4N14_01585,30,18,28,36,38,31,55,22,31,121,162,176,245,292,164,154,147,163
cds-C4N14_01590,30,49,42,39,59,39,80,38,43,220,191,276,267,462,190,170,218,232
cds-C4N14_01595,55,47,43,38,58,33,67,47,30,83,84,98,164,289,135,100,116,129
cds-C4N14_01600,710,908,744,388,842,476,760,436,628,1215,926,1067,713,1767,992,583,690,744
cds-C4N14_01605,57,57,62,23,58,33,54,31,28,300,184,267,238,402,255,119,126,95
cds-C4N14_01610,75,78,73,58,103,78,78,78,73,232,207,222,172,319,201,100,106,121
cds-C4N14_01615,99,111,104,69,128,78,114,70,101,257,199,206,164,260,153,108,93,129
cds-C4N14_01620,135,147,148,172,198,134,261,170,151,193,187,192,123,305,156,124,82,105
cds-C4N14_01625,54,64,50,46,59,54,63,26,61,213,158,186,102,181,154,83,66,116
cds-C4N14_01630,109,101,82,41,106,52,107,56,49,201,214,206,130,200,168,86,87,79
cds-C4N14_01635,107,109,122,84,164,80,104,79,79,97,105,118,117,163,109,79,70,95
cds-C4N14_01640,698,970,801,561,1140,869,945,617,1054,966,680,1088,1804,1862,1031,1330,1338,1837
cds-C4N14_01645,32,57,39,26,49,32,52,20,52,244,194,260,201,242,140,107,112,96
cds-C4N14_01650,418,375,384,1098,876,1040,1564,876,1118,1061,881,1132,887,1039,606,781,804,795
cds-C4N14_01655,23,20,42,36,35,35,29,38,31,63,72,76,75,92,45,71,60,53
cds-C4N14_01660,87,154,128,75,155,79,141,86,85,374,351,448,507,595,417,185,211,213
cds-C4N14_01665,194,177,138,115,225,125,181,112,237,491,580,730,337,440,264,238,311,256
cds-C4N14_01670,174,207,158,114,217,139,221,103,160,469,437,433,562,604,356,296,256,286
cds-C4N14_01675,151,199,209,160,258,212,254,153,254,239,267,327,246,316,234,284,268,271
cds-C4N14_01695,535,696,610,518,876,559,915,442,627,260,281,425,522,859,514,479,499,573
cds-C4N14_01700,36,55,43,25,56,22,76,42,39,193,148,240,209,170,139,179,184,183
cds-C4N14_01705,1016,1470,1189,756,1539,744,1347,823,929,890,1585,2083,1712,2078,1381,1251,1554,1519
cds-C4N14_01710,612,1206,1004,583,1228,617,1009,647,590,2674,2627,3296,6873,7272,4388,2224,2718,2256
cds-C4N14_01715,1130,2016,1957,1371,1889,1290,2306,1095,2128,991,2372,3268,2350,2111,1721,2336,3980,2629
cds-C4N14_01725,1324,1988,1738,1650,2536,1723,2581,1511,2031,9246,8405,11323,8136,8947,5252,3759,4424,4219
cds-C4N14_01730,140,290,226,137,313,110,209,126,88,1768,1720,2336,2169,2406,1548,883,900,825
cds-C4N14_01735,4901,7061,6611,5257,8421,5688,8337,4810,9044,2846,2983,4137,3985,3821,2399,4167,5464,4498
cds-C4N14_01740,10,6,10,9,20,12,11,9,6,44,33,41,43,36,19,24,21,27
cds-C4N14_01745,873,1148,857,533,1151,614,884,543,745,2917,2026,2548,2110,2536,1560,1018,1009,1329
cds-C4N14_01750,459,715,493,298,697,412,493,346,443,750,795,1081,514,751,458,517,613,612
cds-C4N14_01755,627,866,678,369,881,450,647,457,461,502,474,608,766,1093,703,493,423,525
cds-C4N14_01760,546,675,621,379,904,482,793,444,615,687,531,676,1569,2058,1195,500,517,543
cds-C4N14_01765,321,471,369,158,512,247,272,230,244,867,555,820,745,855,681,371,364,376
cds-C4N14_01770,22,10,11,16,30,11,25,9,12,11,12,12,29,20,10,26,18,18
cds-C4N14_01775,19,38,26,19,25,15,26,16,14,9,2,15,29,42,16,11,16,8
cds-C4N14_01780,534,938,859,630,1075,625,1021,644,878,282,366,478,404,828,405,319,373,489
cds-C4N14_01785,633,982,793,545,1087,564,962,530,566,1258,1158,1324,915,1553,878,638,551,620
cds-C4N14_01790,238,365,369,162,387,208,375,156,247,184,190,231,79,202,151,140,142,189
cds-C4N14_01795,718,1264,876,589,1353,711,959,614,796,389,405,598,2101,2039,1164,833,920,905
cds-C4N14_01800,259,395,314,261,440,256,445,214,295,113,111,137,255,370,195,172,180,179
cds-C4N14_01825,1334,1742,1446,762,1855,933,1389,948,1075,997,922,1327,943,1446,969,1036,1061,1195
cds-C4N14_01830,2108,1852,1739,1097,2324,1172,1859,1205,1427,7596,6311,7899,12446,15201,8910,4748,4844,4844
cds-C4N14_01835,386,303,340,699,531,555,922,476,573,633,733,934,864,1200,704,497,548,541
cds-C4N14_01840,25,37,34,15,24,22,21,19,17,143,173,254,164,239,158,76,110,93
cds-C4N14_01845,31,44,54,44,77,46,59,36,36,476,451,685,464,578,369,139,168,184
cds-C4N14_01850,249,352,447,896,861,848,1262,704,980,438,531,804,607,794,571,530,451,605
cds-C4N14_01855,926,1326,1171,838,1374,897,1373,780,1003,4640,4240,5517,4338,5989,3602,1688,1905,1927
cds-C4N14_01860,1389,1278,1346,2206,2143,2058,3129,1828,2201,4534,3825,5098,3937,5298,3207,1997,2161,2222
cds-C4N14_01865,6893,7758,6827,4008,8838,4374,7435,3854,4822,6260,5371,7184,25197,33984,18883,7645,8482,9372
cds-C4N14_01870,431,591,420,172,625,299,313,303,230,1970,1952,2552,5156,5891,3661,1418,1588,1602
cds-C4N14_01875,2030,3048,2536,1495,3477,1638,2640,1740,1953,2647,3296,4096,5643,9730,5581,2644,3190,3412
cds-C4N14_01880,443,513,383,203,564,192,420,243,205,2542,2282,3080,3575,4870,2850,1168,1321,1188
cds-C4N14_01885,964,982,748,480,1201,460,738,444,313,3128,3446,4668,5960,8215,4500,1784,1876,1732
cds-C4N14_01890,1812,1277,957,1009,1867,1036,1668,806,984,1466,1494,1840,3228,4276,2246,1489,1685,1539
cds-C4N14_01900,4038,3472,2956,2189,4461,2253,3877,1905,2407,2483,2628,3438,9171,10888,6837,4237,4315,4440
cds-C4N14_01905,2509,3373,2852,1553,3715,2088,2933,1694,2135,1022,1040,1386,900,1495,947,811,837,974
cds-C4N14_01910,92,104,97,52,98,60,82,55,60,322,246,317,128,143,102,139,143,116
cds-C4N14_01915,764,941,930,986,1251,1024,1421,785,1045,1866,1302,1582,903,1386,786,673,635,754
cds-C4N14_01920,51,57,47,23,48,23,46,36,37,92,88,98,46,46,31,23,48,32
cds-C4N14_01925,41,26,30,12,46,20,28,9,9,607,524,647,104,166,120,111,157,114
cds-C4N14_01930,67,70,61,50,76,52,86,56,56,730,479,622,133,215,111,151,182,144
cds-C4N14_01935,27,29,30,37,41,45,50,30,31,108,106,120,40,79,46,46,36,36
cds-C4N14_01940,178,182,169,79,191,102,165,97,96,992,760,1013,431,611,372,473,411,446
cds-C4N14_01945,3400,3930,2982,2446,4608,2726,4175,2591,3708,2279,2046,2398,1573,2433,1415,1599,1607,1900
cds-C4N14_01950,757,949,726,459,957,480,967,508,484,1706,1329,1546,1165,1495,860,785,860,796
cds-C4N14_01955,298,518,404,189,514,217,391,276,187,227,235,342,983,946,541,483,521,441
cds-C4N14_01960,921,1151,1028,838,1186,722,1366,680,1077,1968,1399,1858,1610,1940,1244,799,877,833
cds-C4N14_01965,73,94,91,54,98,48,87,33,56,429,377,465,221,365,177,89,94,111
cds-C4N14_01975,546,638,511,433,830,593,694,409,643,726,680,980,467,530,402,571,511,1026
cds-C4N14_01980,4,30,10,6,22,13,19,7,17,38,33,44,5,8,10,18,16,15
cds-C4N14_01985,185,236,197,141,300,146,236,102,165,2091,1594,1959,700,957,569,733,913,671
cds-C4N14_01990,4,5,1,5,8,6,4,2,2,57,46,69,19,27,9,39,54,31
cds-C4N14_01995,6,3,6,6,3,2,12,4,3,5,1,7,8,18,8,6,6,7
cds-C4N14_02000,60,46,28,34,48,23,32,19,56,122,80,140,116,177,101,88,99,94
cds-C4N14_02005,65,109,93,75,128,59,110,77,66,107,111,144,209,316,186,127,140,165
cds-C4N14_02010,394,503,380,279,585,203,553,264,195,21,36,38,83,193,99,83,54,109
cds-C4N14_02015,6556,6811,4790,2797,8010,3326,5276,3218,2525,4195,4142,5597,6969,10810,6112,4613,4776,4507
cds-C4N14_02020,566,782,565,306,879,416,504,413,335,1025,1080,1605,1427,1470,960,1158,1314,1265
cds-C4N14_02025,416,563,484,279,681,412,540,362,502,854,550,774,654,803,424,478,466,461
cds-C4N14_02030,59,61,72,51,71,71,89,54,77,261,147,211,208,216,169,113,122,102
cds-C4N14_02035,1129,2005,1642,1068,2421,1794,2008,1418,2494,252,286,494,380,668,414,591,645,873
cds-C4N14_02040,653,787,574,478,897,562,794,527,607,2609,1795,2355,2456,2440,1245,1708,1613,1490
cds-C4N14_02045,272,427,344,211,500,172,363,226,182,782,690,707,870,1088,542,561,470,492
cds-C4N14_02050,105,160,139,136,214,165,244,159,183,249,209,261,198,277,150,191,165,166
cds-C4N14_02055,100,137,150,64,159,78,126,74,75,193,168,246,190,158,110,152,149,143
cds-C4N14_02060,49,60,52,47,64,54,79,60,67,59,37,72,97,152,73,64,42,41
cds-C4N14_02065,67,53,65,73,105,103,139,92,108,116,114,160,64,109,65,62,65,91
cds-C4N14_02070,166,148,157,403,312,360,595,371,474,71,63,85,71,99,49,172,147,194
cds-C4N14_02075,208,220,211,260,257,227,373,195,264,227,235,348,219,402,266,223,257,345
cds-C4N14_02080,345,383,330,182,434,238,300,198,318,2410,1957,2313,2174,3018,1727,1209,1447,1260
cds-C4N14_02085,63,63,50,35,67,59,53,54,89,135,104,176,155,177,150,119,132,132
cds-C4N14_02090,693,785,651,458,1046,625,912,597,715,473,456,680,1441,1934,1036,703,748,744
cds-C4N14_02095,3430,4724,3430,2211,6143,2277,4149,2587,2037,3636,2691,3798,23497,29611,19428,6674,7458,6180
cds-C4N14_02100,32,33,32,45,49,99,69,28,58,18,28,33,50,59,32,41,38,38
cds-C4N14_02105,23,13,11,16,14,40,27,18,15,9,5,7,5,19,4,12,21,21
cds-C4N14_02110,50,42,52,49,68,32,97,27,60,11,11,17,25,17,19,28,25,29
cds-C4N14_02115,9,9,9,1,8,11,16,6,11,5,8,11,8,11,8,11,4,10
cds-C4N14_02130,74,93,104,62,118,100,158,69,193,36,64,64,45,54,36,66,83,83
cds-C4N14_02135,17,17,11,9,16,4,12,3,15,17,14,16,20,31,11,21,15,14
cds-C4N14_02140,33,22,36,49,31,48,79,30,49,16,29,19,20,22,13,25,28,21
cds-C4N14_02145,35,53,34,45,45,59,48,25,53,25,25,52,36,90,43,60,50,69
cds-C4N14_02155,39,39,28,22,72,27,34,25,28,38,31,50,62,66,49,57,65,55
cds-C4N14_02160,574,886,641,384,848,506,720,443,441,755,678,864,990,1282,797,603,695,691
cds-C4N14_02165,143,202,186,102,226,141,200,125,172,80,95,117,91,130,60,155,113,107
cds-C4N14_02170,149,192,199,80,215,124,189,100,131,548,363,485,409,545,326,307,349,313
cds-C4N14_02175,193,312,226,193,378,200,272,226,298,567,369,499,342,372,206,294,265,348
cds-C4N14_02180,244,218,136,158,216,171,247,175,180,559,511,710,355,496,300,260,305,245
cds-C4N14_02185,1815,2357,1923,1200,2530,1334,2211,1294,1616,3721,3085,3932,4050,5399,2923,2715,2667,2597
cds-C4N14_02190,148,285,211,149,294,164,290,184,188,318,251,340,258,316,225,229,221,202
cds-C4N14_02195,4020,4284,3853,4458,5251,4272,6481,4117,5433,1992,2527,2943,2601,3640,2171,2575,2601,2743
cds-C4N14_02200,768,789,637,557,968,667,896,534,949,1206,916,1251,1426,1885,864,855,910,917
cds-C4N14_02205,154,261,200,134,264,168,215,137,197,748,519,750,416,422,252,293,316,279
cds-C4N14_02210,351,287,340,282,322,259,478,256,294,623,526,678,298,344,218,212,222,240
cds-C4N14_02215,338,482,431,364,617,382,647,343,425,1110,804,973,932,1307,683,628,603,565
cds-C4N14_02220,247,314,310,291,373,278,437,189,260,357,316,409,433,613,453,408,430,357
cds-C4N14_02225,315,213,335,419,374,341,586,295,385,248,288,286,167,228,144,234,256,231
cds-C4N14_02230,37,52,52,21,69,24,52,31,34,238,173,171,230,237,135,133,122,94
cds-C4N14_02235,79,136,106,75,114,65,110,50,53,217,195,266,380,386,237,221,312,254
cds-C4N14_02240,14,7,12,18,8,11,24,8,11,12,17,23,22,32,18,22,31,13
cds-C4N14_02245,10,6,8,20,24,24,32,14,14,9,19,21,6,13,9,10,14,6
cds-C4N14_02250,77,142,110,81,170,84,124,86,70,39,33,49,148,160,77,79,66,79
cds-C4N14_02255,15,17,19,14,35,14,10,9,10,21,21,30,28,18,14,10,16,8
cds-C4N14_02260,67,120,91,50,119,59,79,53,62,27,38,39,149,172,101,57,54,54
cds-C4N14_02265,18,20,14,14,26,13,33,14,21,40,52,60,49,55,40,43,30,23
cds-C4N14_02270,39,72,83,53,72,52,95,42,45,31,35,59,119,186,98,65,94,59
cds-C4N14_02275,3,12,6,15,13,5,15,8,6,9,17,23,25,38,22,4,16,21
cds-C4N14_02280,155,230,200,115,285,159,243,119,251,130,87,118,223,213,126,186,186,158
cds-C4N14_02285,2,7,9,5,11,7,8,9,0,12,11,17,10,10,9,6,2,4
cds-C4N14_02290,107,107,111,92,147,90,149,75,103,107,76,131,234,301,154,145,146,152
cds-C4N14_02295,553,482,552,980,779,812,1253,677,845,417,456,490,366,469,327,450,449,471
cds-C4N14_02300,189,339,271,206,345,194,292,167,201,1003,689,954,1385,1890,1018,529,539,532
cds-C4N14_02305,313,543,531,287,500,306,503,271,322,1162,1033,1293,1232,1848,1176,646,777,717
cds-C4N14_02310,204,260,218,197,267,190,316,168,253,1771,1578,2237,1206,1649,1072,653,667,727
cds-C4N14_02315,169,295,240,144,287,171,270,143,222,1201,1002,1196,844,1099,643,372,434,371
cds-C4N14_02320,25,40,31,34,37,23,26,11,24,220,179,209,163,193,160,66,85,67
cds-C4N14_02325,277,344,275,311,429,311,577,263,373,1683,1599,1956,1288,1825,1179,687,751,767
cds-C4N14_02330,459,507,437,259,567,316,539,288,355,1489,1347,1761,1246,1704,1018,688,710,729
cds-C4N14_02335,13,21,17,3,19,15,13,10,6,29,41,48,34,48,33,24,29,18
cds-C4N14_02340,83,149,120,70,153,70,144,70,87,259,276,368,346,390,270,165,169,184
cds-C4N14_02345,294,332,257,180,318,252,263,200,204,475,422,564,890,1042,624,452,474,503
cds-C4N14_02350,137,146,157,286,199,228,363,166,185,251,257,350,88,132,84,116,166,182
cds-C4N14_02355,20542,22655,23530,12728,22344,13566,23186,10349,19178,5444,10858,15578,29065,26543,26675,24187,32073,26244
cds-C4N14_02360,5634,6495,6564,4393,7267,3960,7987,3133,5276,1736,2147,2762,5092,5189,3419,3252,3037,3807
cds-C4N14_02365,81,73,61,36,90,49,101,60,44,193,223,277,219,361,189,116,128,125
cds-C4N14_02370,155,234,183,156,294,141,270,130,158,692,539,731,681,1018,580,425,360,427
cds-C4N14_02375,126,223,136,110,190,119,156,138,89,663,583,797,466,821,610,269,311,292
cds-C4N14_02380,1261,1753,1511,1158,1936,1135,1958,1113,1456,1059,1225,1442,1737,3059,1881,1146,1260,1277
cds-C4N14_02385,397,578,518,293,737,402,570,392,383,838,682,921,691,1247,762,490,540,520
cds-C4N14_02390,22,19,26,30,42,26,36,20,15,63,81,104,168,194,133,155,133,150
cds-C4N14_02395,33,36,30,37,59,30,61,14,16,62,97,154,126,313,149,218,229,208
cds-C4N14_02400,27,67,37,24,76,29,45,34,26,186,155,227,224,288,155,136,130,134
cds-C4N14_02405,123,223,192,155,227,131,264,145,150,265,198,318,254,401,311,213,242,249
cds-C4N14_02410,154,381,355,212,526,323,366,277,376,64,39,75,89,152,101,122,135,172
cds-C4N14_02415,443,437,522,605,715,502,816,455,566,398,415,536,357,427,223,374,364,434
cds-C4N14_02420,182,355,259,159,378,217,327,206,225,214,187,262,231,273,175,229,209,237
cds-C4N14_02425,29,34,24,31,39,27,50,20,46,13,19,38,56,91,50,54,29,46
cds-C4N14_02430,149,166,142,145,190,125,232,115,132,130,122,157,197,219,116,140,198,173
cds-C4N14_02435,659,1120,807,476,1129,529,764,496,612,340,345,463,296,470,328,416,430,416
cds-C4N14_02440,443,356,357,512,434,462,782,375,525,430,433,512,178,303,193,264,302,249
cds-C4N14_02445,92,95,79,38,104,67,90,34,71,188,138,172,143,125,100,119,161,103
cds-C4N14_02450,125,178,123,98,166,79,138,111,79,304,227,304,332,476,298,180,169,200
cds-C4N14_02455,155,281,228,97,279,102,204,144,124,134,113,147,231,347,230,123,133,137
cds-C4N14_02460,1809,1384,1731,2252,1943,1892,3276,1595,2018,254,721,778,318,375,267,834,863,757
cds-C4N14_02465,256,254,221,128,302,120,174,101,147,624,475,623,686,871,572,310,372,280
cds-C4N14_02470,592,479,415,306,487,292,489,252,300,591,961,1303,614,764,597,602,664,450
cds-C4N14_02475,679,1103,818,442,1176,527,690,409,383,769,514,630,2076,2924,1685,665,633,563
cds-C4N14_02480,1820,3189,2692,1583,3930,2299,2655,1902,2185,1309,1022,1579,2217,3240,1680,1710,1678,2089
cds-C4N14_02485,1799,1914,1360,909,2157,1133,1508,1038,947,3476,3265,4614,4023,3897,2328,2279,2311,2116
cds-C4N14_02490,87,125,83,47,127,42,109,72,60,37,47,42,43,96,43,48,26,70
cds-C4N14_02495,83,210,148,59,204,111,105,130,88,230,168,232,205,266,138,119,161,167
cds-C4N14_02500,118,148,116,100,152,93,130,96,142,229,181,298,175,225,117,190,220,221
cds-C4N14_02505,137,138,154,228,258,208,296,190,192,432,333,376,339,471,277,200,180,234
cds-C4N14_02510,617,1257,896,534,1278,611,1006,639,544,553,479,681,547,552,376,491,475,497
cds-C4N14_02515,36,34,22,21,53,23,56,30,13,189,129,146,150,148,76,91,90,94
cds-C4N14_02520,234,259,250,223,337,209,346,218,245,252,155,260,190,228,152,173,177,220
cds-C4N14_02525,136,153,115,79,144,80,102,76,71,12,32,45,66,126,82,54,56,55
cds-C4N14_02530,465,1085,964,547,1097,579,928,594,803,755,568,684,532,861,466,417,470,480
cds-C4N14_02535,5419,4463,4628,7489,6297,6070,11011,5753,7146,2782,3192,3393,1436,1794,1132,3023,3139,3098
cds-C4N14_02540,107,138,108,52,169,59,103,57,62,419,300,422,210,235,144,215,207,169
cds-C4N14_02545,851,1306,1201,1714,1814,1559,2574,1416,2118,1321,1149,1451,826,998,580,990,886,1157
cds-C4N14_02550,56,60,43,20,65,27,32,26,34,280,210,274,169,200,107,111,88,84
cds-C4N14_02555,15,33,22,16,25,19,28,7,21,47,49,48,35,51,38,27,24,12
cds-C4N14_02560,55,69,63,28,80,23,70,37,28,333,244,306,204,279,180,126,126,92
cds-C4N14_02565,72,87,67,36,90,49,81,25,49,326,253,266,244,302,179,118,101,100
cds-C4N14_02570,507,721,619,368,832,405,706,392,554,852,721,925,958,1337,787,576,607,605
cds-C4N14_02575,287,321,267,177,391,215,344,216,239,348,270,382,373,506,244,264,275,274
cds-C4N14_02580,2310,5446,4562,2009,5471,1509,3987,2330,1151,4372,3531,4163,5768,8958,6019,2587,2916,3060
cds-C4N14_02585,1106,1673,1325,804,1717,849,1404,755,953,4379,3042,3597,3823,4551,2695,2238,2227,2025
cds-C4N14_02595,139,197,141,62,187,76,105,73,69,356,260,397,197,252,191,173,193,177
cds-C4N14_02600,422,545,419,279,560,345,531,310,524,1998,1659,1999,850,1000,598,770,840,695
cds-C4N14_02605,1408,1655,1188,734,1839,701,1305,750,676,1705,1301,1498,1557,2711,1566,948,981,936
cds-C4N14_02610,46,73,48,42,69,22,52,34,31,194,198,213,310,292,207,162,200,132
cds-C4N14_02615,28,25,26,11,32,22,32,16,6,46,59,74,63,86,30,44,33,31
cds-C4N14_02620,47,60,52,35,58,29,54,49,49,187,177,211,152,174,89,84,84,74
cds-C4N14_02625,7738,9817,7803,4327,10716,4652,7796,4672,4933,16519,15358,18655,22531,26144,16733,8669,9151,9354
cds-C4N14_02630,30499,34746,31212,19764,38246,21388,34577,18760,28418,8184,8759,10865,10947,22432,13330,8339,9000,11519
cds-C4N14_02635,325,439,313,213,460,226,396,208,242,756,626,787,811,1142,815,597,643,563
cds-C4N14_02640,107,212,126,47,163,68,101,104,69,733,516,762,370,518,297,260,289,227
cds-C4N14_02645,11171,20464,18766,9395,21536,10676,16540,9280,10335,10156,8722,11401,22781,23145,15808,13189,15650,13801
cds-C4N14_02650,629,863,801,412,980,390,711,414,413,16523,10990,16264,10754,10428,6503,5378,5627,4655
cds-C4N14_02655,6,4,4,7,14,11,10,5,5,4,4,7,19,8,9,5,7,3
cds-C4N14_02660,321,361,361,250,422,280,396,267,250,1574,1230,1532,1287,1344,915,667,719,677
cds-C4N14_02665,195,280,292,144,284,195,270,169,186,1175,1004,1266,925,1018,626,549,608,540
cds-C4N14_02670,362,468,354,295,565,279,536,295,373,4090,2685,3603,2291,2743,1574,1108,1202,957
cds-C4N14_02675,52,76,84,47,111,56,86,60,70,769,475,598,340,433,230,165,166,184
cds-C4N14_02680,335,754,600,374,741,445,656,435,539,2120,1550,1985,1659,1800,992,656,711,688
cds-C4N14_02690,188,313,253,172,346,188,300,185,236,2930,1982,2687,1514,1630,996,644,738,720
cds-C4N14_02695,347,469,431,195,493,258,454,230,281,1389,1156,1404,847,1070,656,560,653,498
cds-C4N14_02700,238,247,250,244,328,272,342,209,287,159,163,178,355,604,295,478,404,696
cds-C4N14_02705,400,325,330,505,459,436,701,369,506,111,157,158,186,206,112,246,217,262
cds-C4N14_02710,133,187,146,177,208,174,240,146,164,306,266,332,430,423,276,230,247,252
cds-C4N14_02715,21,15,17,21,27,25,35,15,16,89,75,116,83,84,54,32,43,31
cds-C4N14_02720,91,183,176,131,158,119,176,105,100,274,392,491,637,564,455,418,545,456
cds-C4N14_02725,78,85,100,125,135,95,180,115,117,137,102,146,119,179,105,72,96,110
cds-C4N14_02730,10,10,13,10,21,20,18,8,9,15,17,16,33,47,17,19,25,19
cds-C4N14_02735,20,23,37,12,19,13,27,8,19,19,15,13,26,41,27,27,24,23
cds-C4N14_02740,256,313,250,237,334,329,373,203,234,608,439,619,338,360,306,285,336,288
cds-C4N14_02745,92,111,91,37,97,47,69,56,37,645,425,499,375,537,291,214,209,172
cds-C4N14_02750,55,70,61,28,80,35,71,27,51,227,202,227,161,131,127,87,131,76
cds-C4N14_02755,43,65,47,44,53,40,58,36,60,268,260,313,162,199,123,93,90,93
cds-C4N14_02760,43,132,103,40,97,35,86,51,40,373,253,320,285,322,151,128,93,143
cds-C4N14_02765,340,525,494,384,619,357,638,337,582,281,446,568,418,562,355,437,589,540
cds-C4N14_02770,270,381,338,182,377,217,349,208,216,2135,1285,1595,985,1042,623,648,616,543
cds-C4N14_02775,176,177,160,174,261,224,299,186,276,2218,1365,1673,761,876,524,412,483,429
cds-C4N14_02780,46,68,48,34,53,43,53,34,26,1122,753,1014,268,349,231,144,168,152
cds-C4N14_02785,62,78,86,76,68,94,99,66,85,1503,826,1112,387,445,273,183,200,163
cds-C4N14_02790,41,52,27,31,58,31,41,28,36,731,450,635,203,249,156,111,115,77
cds-C4N14_02795,1695,1573,1739,5707,4375,5047,7357,4444,5820,2462,2112,2224,1313,1926,1292,2321,1890,2528
cds-C4N14_02800,113,142,146,135,201,123,215,144,147,1397,839,1064,382,540,340,269,298,281
cds-C4N14_02805,11,15,17,16,14,13,22,17,13,246,188,246,91,89,52,45,48,76
